date,open,high,low,close,volume,ROC,SMA,RSI,Real Upper Band,Real Middle Band,Real Lower Band
2023-06-01 17:30:00,272.9,273.0,272.66,272.85,2470.0,0.5361,272.8159,61.16,274.12285329117003,272.8159,271.50894670882997
2023-06-01 17:45:00,272.66,272.9,272.22,272.22,6410.0,0.0055,272.8167,56.9279,274.14551726597483,272.8167,271.4878827340252
2023-06-01 18:00:00,272.63,272.9,272.4,272.72,2743.0,0.0734,272.8267,59.2818,274.1107866797871,272.8267,271.5426133202129
2023-06-01 18:15:00,272.76,272.9,272.5,272.9,2277.0,0.231,272.8581,60.1079,274.11335307624284,272.8581,271.6028469237571
2023-06-01 18:30:00,272.7,272.9,272.6,272.889,3826.0,0.0693,272.8676,60.0296,274.1019595559995,272.8676,271.6332404440005
2023-06-01 18:45:00,272.755,272.9,272.5,272.71,978.0,-0.2852,272.8286,58.7186,274.0326057289559,272.8286,271.6245942710441
2023-06-01 19:00:00,272.635,272.77,272.5,272.62,936.0,-0.3331,272.783,58.0476,273.94535709052127,272.783,271.62064290947876
2023-06-01 19:15:00,272.66,272.77,272.5,272.5,2427.0,-0.2708,272.746,57.1314,273.83382929734125,272.746,271.6581707026587
2023-06-01 19:30:00,272.615,272.73,272.5,272.615,1486.0,-0.2561,272.711,57.8033,273.6968158707544,272.711,271.72518412924563
2023-06-01 19:45:00,272.55,272.99,272.51,272.77,2948.0,-0.2304,272.6796,58.7211,274.20179940753314,272.6796,271.15740059246684
2023-06-02 04:00:00,272.5,273.28,272.5,272.61,3742.0,-0.3844,272.6269,57.3653,274.1780681227598,272.6269,271.0757318772402
2023-06-02 04:15:00,272.91,273.3,272.61,273.04,1438.0,0.2239,272.6574,59.9794,274.29815756858454,272.6574,271.01664243141545
2023-06-02 04:30:00,273.04,273.55,272.85,273.5,1564.0,0.7738,272.7624,62.5642,276.0728934299504,272.7624,269.45190657004963
2023-06-02 04:45:00,273.54,273.69,273.5,273.69,1314.0,0.3962,272.8164,63.5868,276.13685041174824,272.8164,269.49594958825173
2023-06-02 05:00:00,273.69,274.13,273.64,274.0,1776.0,0.4951,272.884,65.2184,276.2304001171254,272.884,269.53759988287464
2023-06-02 05:15:00,273.96,274.54,273.85,274.3,2188.0,0.5978,272.9655,66.7367,276.2965774350651,272.9655,269.63442256493494
2023-06-02 05:30:00,274.4,274.49,273.9,273.9,1297.0,0.3959,273.0194,62.884,276.30857270585267,273.0194,269.73022729414737
2023-06-02 05:45:00,274.04,274.29,273.88,273.9,2009.0,0.4106,273.0754,62.884,276.3264450249763,273.0754,269.8243549750237
2023-06-02 06:00:00,273.9,274.34,273.88,273.95,736.0,0.4032,273.1304,63.1784,276.3732910933474,273.1304,269.8875089066526
2023-06-02 06:15:00,273.95,274.49,273.95,274.31,1860.0,0.5075,273.1997,65.2666,276.43536748087945,273.1997,269.96403251912056
2023-06-02 06:30:00,274.31,274.34,273.57,273.75,2218.0,0.3299,273.2447,59.7209,276.42967313511156,273.2447,270.0597268648885
2023-06-02 06:45:00,273.75,273.98,273.51,273.55,1917.0,0.4886,273.3112,57.8723,276.464806574533,273.3112,270.157593425467
2023-06-02 07:00:00,273.55,273.88,273.42,273.69,16607.0,0.3557,273.3597,58.8118,276.4927214169181,273.3597,270.2266785830819
2023-06-02 07:15:00,273.67,273.89,273.61,273.83,6759.0,0.3408,273.4062,59.7564,276.52112604739483,273.4062,270.2912739526052
2023-06-02 07:30:00,273.78,273.87,273.5,273.72,8659.0,0.3045,273.4477,58.644,276.5343559273868,273.4477,270.3610440726132
2023-06-02 07:45:00,273.68,274.14,273.51,274.02,16149.0,0.4804,273.5132,60.742,276.59645913538634,273.5132,270.4299408646136
2023-06-02 08:00:00,273.55,274.528,272.61,274.219,44364.0,0.5865,273.5932,62.0851,276.6984653738678,273.5932,270.48793462613224
2023-06-02 08:15:00,274.22,274.25,272.61,273.51,26648.0,0.3706,273.6437,55.0252,276.77861064890936,273.6437,270.5087893510907
2023-06-02 08:30:00,273.54,274.19,265.735,272.7,63107.0,0.0312,273.648,48.4058,276.82007349384116,273.648,270.4759265061589
2023-06-02 08:45:00,272.71,273.16,272.0,272.4,52205.0,-0.1356,273.6294,46.2372,276.70970875721946,273.6294,270.5490912427805
2023-06-02 09:00:00,272.48,272.78,271.65,272.0,51719.0,-0.2238,273.599,43.502,276.7040907839619,273.599,270.4939092160381
2023-06-02 09:15:00,272.05,273.22,255.645,272.34,45128.0,-0.2564,273.564,46.3421,276.6390224539724,273.564,270.4889775460276
2023-06-02 09:30:00,272.66,275.35,272.48,273.5,2110694.0,0.0,273.564,54.5476,274.71032907057634,273.564,272.4176709294237
